ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: androapp_post_notify","Meta: pageview","Meta: _has_multi_vendor","Meta: fb_product_group_id","Meta: fb_visibility","Meta: fb_product_item_id","Meta: inactive_product_flag","Meta: pi_dcw_product_redirect","Meta: pi_dcw_product_overwrite_global","Meta: _per_product_admin_commission_type","Meta: _yoast_wpseo_primary_product_cat","Meta: _wpas_skip_22259777","Meta: _yoast_wpseo_content_score","Meta: _wpas_skip_22522829","Meta: _wpas_skip_22590529","Meta: _wpas_skip_23171279","Meta: _yoast_wpseo_focuskw","Meta: _lot_discount_quantity","Meta: _lot_discount_amount","Meta: _is_lot_discount","Meta: _disable_shipping","Meta: _overwrite_shipping","Meta: _publicize_twitter_user","Meta: _wpas_done_all","Meta: _yoast_wpseo_title","Meta: _yoast_wpseo_metadesc","Meta: pi_dcw_product_redirect_to_page","Meta: fb_product_description","Meta: _yoast_wpseo_primary_atum_location","Meta: _per_product_admin_commission","Meta: _yoast_wpseo_linkdex","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _enable_sidebar","Meta: _additional_price","Meta: _additional_qty","Meta: _dps_processing_time","Meta: _seopress_titles_title","Meta: _seopress_titles_desc","Meta: _seopress_robots_canonical","Meta: _seopress_robots_primary_cat","Meta: _seopress_social_fb_title","Meta: _seopress_social_fb_desc","Meta: _seopress_social_fb_img","Meta: _seopress_social_twitter_title","Meta: _seopress_social_twitter_desc","Meta: _seopress_social_twitter_img","Meta: _seopress_redirections_type","Meta: _seopress_redirections_value","Meta: _seopress_analysis_target_kw","Meta: fb_image","Meta: _wp_trash_meta_status","Meta: _wp_trash_meta_time","Meta: _wp_old_date","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
6750,simple,"Artist knife plate 5pcs","مجموعة سكاكين اللوحة الاقتصادية 5 قطع",'-1,0,visible,"5 أحجام مختلفة من الشفرات الفولاذية بمقابض خشبية تم تصنيعها لنشر وخلط الطلاء ولكن يمكن استخدامها أيضًا في الملاط والجص والمادة اللاصقة","مجموعة سكاكين لوحة الفن الفن سكين شفرات فولاذية مثبتة بمقابض خشبية ، 5 قطع ، كل منها بأسلوب مختلف من الشفرة ، أطول سكين ~ 8.5 بوصة ، أقصر سكين ~ 6.875 بوصة ، قابلة للصدأ بمدافع الهاون والجريش",,,taxable,,1,,,0,0,,,,,1,,,,"ادوات وعدد تقطيع - tools",,,http://localhost/ourarts/wp-content/uploads/products/tools/Artist-knife-plate-5pcs.jpg,,,,,,,,,0,off,,,,,,,,,,,,,,,,"مجموعة سكاكين اللوحة الاقتصادية 5 قطع",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","مجموعة سكاكين اللوحة الاقتصادية 5 قطع"
6753,simple,"Artist knife plate 1 pcs","سكين لوحة  1 قطعة",'-1,0,visible,"شفرة فولاذية بمقبض خشبي مصنوع لنشر وخلط الطلاء ولكن يمكن استخدامها أيضًا في الملاط والجص","سكين لوحة الفنان الفن عبارة عن شفرة فولاذية بمقبض خشبي وقد تم تصنيعها لنشر الطلاء وخلطه. نحن نستخدمها لنشر ومعالجة المواد اللاصقة ذات الثنايا البيضاء والفسيفساء. لاحظ أن المنتجات المصنوعة من الأسمنت والجص والمنتجات الخرسانية الأخرى عبارة عن مواد كاوية خفيفة ، ومن ثم تآكل الفولاذ والمعادن الأخرى. ما يعنيه هذا هو أنه يجب عليك توخي الحذر الشديد لتنظيف وتجفيف السكاكين بعد الاستخدام وعدم تركها تنقع بين عشية وضحاها حتى لو كنت تهالك من يوم كامل في الاستوديو. يجب أيضًا أن تكون مستعدًا لأدوات الصدأ والتآكل مع مرور الوقت ، في وقت أقرب بكثير من المسجات العادية والسكاكين المعجون ، المصنوعة من الفولاذ السميك. كل ما يقال ، فإن العديد من الأدوات في الاستوديو وورشة العمل لها حياة عمل محدودة ولكن لا غنى عنها. سكين لوح مفيد للغاية لأعمال الفسيفساء مفصلة ، لا سيما عند الضغط على الكائنات غير المسطحة مثل الصدف والتحف في هاون thinset.",,,taxable,,1,,,0,0,,,,,1,,,,"ادوات وعدد تقطيع - tools","#glass_cutter #cutter #tools",,http://localhost/ourarts/wp-content/uploads/products/tools/Artist-knife-plate-1-pcs.jpg,,,,,,,,,0,off,,,,,,,,,,,,,,,,"سكين لوحة 1 قطعة",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","سكين لوحة 1 قطعة"
6760,simple,Gold-Mosaic-Glass-20mm,"الموزاييك الزجاجي الذهبي 20 مم",1,0,visible,"10 قطعة من الذهب ورقة البلاط والزجاج"," الموزاييك الزجاجي الذهبي 20 مم عبارة عن ورقة ذهبية حقيقية مدمجة في وجه الزجاج وتباع في وحدات من 10 بلاطات. هذه هي متفوقة على؟ الذهب؟ البلاط المباع من قبل المنافسين لسببين: أولاً ، الذهب حقيقي 24 كيلو طن بدلاً من سبائك النحاس التي يبيعها المنافسون كذهب حقيقي (بجدية). ثانياً ، يتم دمج الذهب في سطح البلاط بحيث يكون داخل الزجاج بدلاً من كونه على الجانب الخلفي من قطعة من الزجاج. نحن أيضا بيع المنتج المنافس وصفت بشكل صحيح باسم تقليد فسيفساء الذهب. إذا كنت تقوم باستنساخ أيقونة فسيفسائية أو قطعة من الفن الديني التقليدي ، فإن استخدام الذهب الحقيقي بدلاً من بلاط المرآة النحاسية هو طريقة سهلة لجعل عملك يبدو أكثر أصالة.",,,taxable,,1,,,0,0,,,,,1,,,60,"موزاييك - mosaic > الموزاييك الذهبي","#mosaics #mosaic_gold",,http://localhost/ourarts/wp-content/uploads/products/gold-mosaic-glass/Gold-Mosaic-Glass-20mm.jpg,,,,,,,,,0,off,59,159,2.61E+15,1,2.61E+15,,,,,,,,,,,"الموزاييك الزجاجي الذهبي 20 مم",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي الذهبي 20 مم"
6841,simple,Morjo-vitreous-20mm-FLARPISH-deep-crimson-MV20-C099,"الموزاييك الزجاجي 20 مم-قرمزي غامق",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,83,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-FLARPISH-deep-crimson-MV20-C099.jpg,,,,,,,,,0,off,2,25,1.76E+15,1,1.76E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-قرمزي غامق",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-قرمزي غامق"
6842,simple,Morjo-vitreous-20mm-FLARP-primary-red-MV20-A096,"الموزاييك الزجاجي 20 مم-أحمر",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,0,,,0,0,,,,,1,,,77.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-FLARP-primary-red-MV20-A096.jpg,,,,,,,,,0,off,8,15,2.23E+15,1,2.23E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-أحمر",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-أحمر"
6843,simple,Morjo-vitreous-20mm-NARDFARKLE-lemon-yellow-MV20-A090,"الموزاييك الزجاجي 20 مم-اصفر ليموني",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,77.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-NARDFARKLE-lemon-yellow-MV20-A090.jpg,,,,,,,,,0,off,5,16,2.32E+15,1,2.32E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-اصفر ليموني",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-اصفر ليموني"
6844,simple,Morjo-vitreous-20mm-OMAGERSH-orange-red-MV20-A095,"الموزاييك الزجاجي 20 مم-برتقالي- أحمر",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,77.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-OMAGERSH-orange-red-MV20-A095.jpg,,,,,,,,,0,off,5,17,2.37E+15,1,2.37E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-برتقالي- أحمر",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-برتقالي- أحمر"
6845,simple,Morjo-vitreous-20mm-OPOTTOMUS-indian-yellow-deep-MV20-A092,"الموزاييك الزجاجي 20 مم-اصفر غامق",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,77.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-OPOTTOMUS-indian-yellow-deep-MV20-A092.jpg,,,,,,,,,0,off,2,18,2.48E+15,1,2.48E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-اصفر غامق",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-اصفر غامق"
6846,simple,Morjo-vitreous-20mm-PEJARKLE-grainy-yellow-MV20-A091,"الموزاييك الزجاجي 20 مم-اصفر محبب",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,77.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-PEJARKLE-grainy-yellow-MV20-A091.jpg,,,,,,,,,0,off,6,19,2.43E+15,1,2.43E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-اصفر محبب",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-اصفر محبب"
6847,simple,Morjo-vitreous-20mm-ZOOTLE-black-MV20-A049,"الموزاييك الزجاجي 20 مم-اسود",'-1,0,visible," حوالي 225 قطعة من الموزاييك الزجاجي  مثبتة بشكل مؤقت على الورق القابل للإزالة.","يأتي الموزاييك الزجاجي 20 مم ، محمولة على وجه على أوراق ورقية مؤلفة من 25 بلاطًا للتثبيت السريع .؟ يمكن إزالة الورق بالنقع في الماء للحصول على بلاطات فضفاضة. مع التلال لمساعدة الأسمنت أو السندات لاصق أكثر أمانا. يشيع استخدام البلاط الزجاجي في حمامات السباحة ، والباكسبلاش ، والمشاريع الحرفية وكذلك الفنون الجميلة. تتوفر لوحة ألوان غنية ، مما يسمح للفنانين بإنشاء صور معقدة. السعر لكل ورقة من 25 البلاط.",,,taxable,,1,,,0,0,,,,,1,,,29.5,"موزاييك - mosaic > الموزاييك الزجاجي, موزاييك - mosaic","#mosaics #Morjo_vitreous",,http://localhost/ourarts/wp-content/uploads/products/20mm/vitreous-high/Morjo-vitreous-20mm-ZOOTLE-black-MV20-A049.jpg,,,,,,,,,0,off,8,20,2.47E+15,1,2.47E+15,yes,,,,,,,,,,"الموزاييك الزجاجي 20 مم-اسود",,,,,,,,"%%title%% %%page%% %%sep%% %%sitename%%","الموزاييك الزجاجي 20 مم-اسود"
